Date,Open,High,Low,Close,Adj Close,Volume
2020-12-01,1822.920044,1848.020020,1822.920044,1836.050049,1836.050049,5403660000
2020-12-02,1833.079956,1842.530029,1817.020020,1838.030029,1838.030029,5029620000
2020-12-03,1838.520020,1860.349976,1838.520020,1848.699951,1848.699951,5091760000
2020-12-04,1849.979980,1892.449951,1849.979980,1892.449951,1892.449951,5086370000
2020-12-07,1892.719971,1897.439941,1886.780029,1891.250000,1891.250000,4788560000
2020-12-08,1890.569946,1918.010010,1881.699951,1917.780029,1917.780029,4549670000
2020-12-09,1919.160034,1935.270020,1889.329956,1902.150024,1902.150024,5209940000
2020-12-10,1901.339966,1924.119995,1887.689941,1922.699951,1922.699951,4618240000
2020-12-11,1921.270020,1926.729980,1896.020020,1911.699951,1911.699951,4367150000
2020-12-14,1914.150024,1944.119995,1913.859985,1913.859985,1913.859985,4594920000
2020-12-15,1915.900024,1960.810059,1915.900024,1959.760010,1959.760010,4360280000
2020-12-16,1961.260010,1966.109985,1947.050049,1952.719971,1952.719971,4056950000
2020-12-17,1953.760010,1978.050049,1953.760010,1978.050049,1978.050049,4184930000
2020-12-18,1978.890015,1992.719971,1965.670044,1969.989990,1969.989990,7068340000
2020-12-21,1967.930054,1970.670044,1934.660034,1970.329956,1970.329956,4732160000
2020-12-22,1971.180054,1992.500000,1971.180054,1989.880005,1989.880005,4023940000
2020-12-23,1991.099976,2011.839966,1991.099976,2007.099976,2007.099976,3772630000
2020-12-24,2013.180054,2013.969971,1997.180054,2003.949951,2003.949951,1885090000
2020-12-28,2013.489990,2026.239990,1996.250000,1996.250000,1996.250000,3527460000
2020-12-29,1996.729980,2001.699951,1950.819946,1959.359985,1959.359985,3387030000
2020-12-30,1961.719971,1987.780029,1961.719971,1979.989990,1979.989990,3145200000
2020-12-31,1979.930054,1981.410034,1963.260010,1974.859985,1974.859985,3172510000
2021-01-04,1975.780029,1990.699951,1927.150024,1945.910034,1945.910034,5006680000
2021-01-05,1945.790039,1988.760010,1943.689941,1979.109985,1979.109985,4582620000
2021-01-06,1980.290039,2079.719971,1980.290039,2057.919922,2057.919922,6049970000
2021-01-07,2059.330078,2099.260010,2059.330078,2096.889893,2096.889893,5080870000
2021-01-08,2098.449951,2113.879883,2064.610107,2091.659912,2091.659912,4764180000
2021-01-11,2088.800049,2095.399902,2061.639893,2091.010010,2091.010010,4450500000
2021-01-12,2091.790039,2128.389893,2091.790039,2127.959961,2127.959961,4977210000
2021-01-13,2128.169922,2131.419922,2109.719971,2111.969971,2111.969971,4590420000
2021-01-14,2113.620117,2164.320068,2113.620117,2155.350098,2155.350098,5180140000
2021-01-15,2154.689941,2154.689941,2102.530029,2123.199951,2123.199951,5353060000
2021-01-19,2125.510010,2152.350098,2125.510010,2151.139893,2151.139893,4982940000
2021-01-20,2152.300049,2173.729980,2149.989990,2160.620117,2160.620117,4551790000
2021-01-21,2161.300049,2167.030029,2138.030029,2141.419922,2141.419922,4484460000
2021-01-22,2140.479980,2168.800049,2118.770020,2168.760010,2168.760010,5080430000
2021-01-25,2168.719971,2194.860107,2135.219971,2163.270020,2163.270020,6955860000
2021-01-26,2165.459961,2183.010010,2146.340088,2149.860107,2149.860107,6029090000
2021-01-27,2146.659912,2146.659912,2088.010010,2108.699951,2108.699951,9878040000
2021-01-28,2111.290039,2138.199951,2094.780029,2106.610107,2106.610107,6937960000
2021-01-29,2106.780029,2124.620117,2066.590088,2073.639893,2073.639893,6612570000
2021-02-01,2075.010010,2130.689941,2075.010010,2126.159912,2126.159912,5392870000
2021-02-02,2127.310059,2154.540039,2126.449951,2151.439941,2151.439941,5495370000
2021-02-03,2151.459961,2163.360107,2135.780029,2159.699951,2159.699951,4846900000
2021-02-04,2160.770020,2202.419922,2160.770020,2202.419922,2202.419922,4856670000
2021-02-05,2202.939941,2233.330078,2202.939941,2233.330078,2233.330078,4838580000
2021-02-08,2234.350098,2289.760010,2234.350098,2289.760010,2289.760010,4635030000
2021-02-09,2289.639893,2309.429932,2281.929932,2299.000000,2299.000000,4554610000
2021-02-10,2300.679932,2318.090088,2266.659912,2282.439941,2282.439941,4815380000
2021-02-11,2283.270020,2303.629883,2255.570068,2285.320068,2285.320068,4570080000
2021-02-12,2284.659912,2293.729980,2264.379883,2289.360107,2289.360107,4119260000
2021-02-16,2290.570068,2310.090088,2266.270020,2272.889893,2272.889893,5037360000
2021-02-17,2271.959961,2271.959961,2226.979980,2256.110107,2256.110107,4718280000
2021-02-18,2253.030029,2253.030029,2208.489990,2218.389893,2218.389893,4773430000
2021-02-19,2218.820068,2275.870117,2218.820068,2266.689941,2266.689941,4823940000
2021-02-22,2265.870117,2276.330078,2247.699951,2251.070068,2251.070068,5870190000
2021-02-23,2248.419922,2248.419922,2169.080078,2231.310059,2231.310059,6280650000
2021-02-24,2232.409912,2286.489990,2232.409912,2284.379883,2284.379883,5942350000
2021-02-25,2283.850098,2289.070068,2196.520020,2200.169922,2200.169922,6513060000
2021-02-26,2201.300049,2232.290039,2165.860107,2201.050049,2201.050049,6512950000
2021-03-01,2203.030029,2279.540039,2203.030029,2275.320068,2275.320068,5071540000
2021-03-02,2275.120117,2275.120117,2231.110107,2231.510010,2231.510010,5493690000
2021-03-03,2232.500000,2252.560059,2207.620117,2207.790039,2207.790039,6150790000
2021-03-04,2207.739990,2217.050049,2110.139893,2146.919922,2146.919922,7142240000
2021-03-05,2149.429932,2193.270020,2085.120117,2192.209961,2192.209961,6842570000
2021-03-08,2192.649902,2233.340088,2192.479980,2202.979980,2202.979980,5852240000
2021-03-09,2204.800049,2261.639893,2204.800049,2245.060059,2245.060059,5496340000
2021-03-10,2246.959961,2299.459961,2246.959961,2285.679932,2285.679932,5827250000
2021-03-11,2287.939941,2338.550049,2287.939941,2338.540039,2338.540039,5300010000
2021-03-12,2337.229980,2354.199951,2325.649902,2352.790039,2352.790039,4469240000
2021-03-15,2352.790039,2360.169922,2337.129883,2360.169922,2360.169922,4882190000
2021-03-16,2360.129883,2360.129883,2304.969971,2319.520020,2319.520020,4604870000
2021-03-17,2315.139893,2339.280029,2289.840088,2336.389893,2336.389893,4541620000
2021-03-18,2335.830078,2340.550049,2262.070068,2267.590088,2267.590088,4043170000
2021-03-19,2267.649902,2298.040039,2247.570068,2287.550049,2287.550049,7725050000
2021-03-22,2287.929932,2294.040039,2258.699951,2266.840088,2266.840088,0
2021-03-23,2264.139893,2264.139893,2175.780029,2185.689941,2185.689941,4645340000
2021-03-24,2192.949951,2221.979980,2134.120117,2134.270020,2134.270020,4766990000
2021-03-25,2133.149902,2190.889893,2100.270020,2183.120117,2183.120117,4940800000
2021-03-26,2190.879883,2222.189941,2177.899902,2221.479980,2221.479980,5467850000
2021-03-29,2219.310059,2223.189941,2158.439941,2158.679932,2158.679932,4619840000
2021-03-30,2158.590088,2202.620117,2151.550049,2195.800049,2195.800049,4103570000
2021-03-31,2200.030029,2237.679932,2200.030029,2220.520020,2220.520020,4564980000
2021-04-01,2225.290039,2253.899902,2225.290039,2253.899902,2253.899902,4151240000
2021-04-05,2280.800049,2280.830078,2253.939941,2264.889893,2264.889893,3999760000
2021-04-06,2264.739990,2280.370117,2257.550049,2259.149902,2259.149902,4027880000
2021-04-07,2259.149902,2259.149902,2217.780029,2223.050049,2223.050049,4112640000
2021-04-08,2225.189941,2243.000000,2213.840088,2242.600098,2242.600098,3901910000
2021-04-09,2241.969971,2245.989990,2231.030029,2243.469971,2243.469971,3634910000
2021-04-12,2244.330078,2244.330078,2222.209961,2233.780029,2233.780029,3578500000
2021-04-13,2233.989990,2237.379883,2208.199951,2228.919922,2228.919922,3728440000
2021-04-14,2230.159912,2272.850098,2230.159912,2247.719971,2247.719971,3976540000
2021-04-15,2249.419922,2264.159912,2240.750000,2257.070068,2257.070068,4027680000
2021-04-16,2258.290039,2273.149902,2251.729980,2262.669922,2262.669922,4157430000
2021-04-19,2261.110107,2261.110107,2219.050049,2232.000000,2232.000000,3788020000
2021-04-20,2231.129883,2231.129883,2171.679932,2188.209961,2188.209961,4338230000
2021-04-21,2187.479980,2240.459961,2175.429932,2239.629883,2239.629883,0
2021-04-22,2240.870117,2268.530029,2227.489990,2232.610107,2232.610107,4235040000
2021-04-23,2233.719971,2281.219971,2233.719971,2271.860107,2271.860107,3568080000
2021-04-26,2275.340088,2302.379883,2275.340088,2298.010010,2298.010010,3738920000
2021-04-27,2298.830078,2309.800049,2294.409912,2301.270020,2301.270020,3703240000
2021-04-28,2301.100098,2309.820068,2291.280029,2304.159912,2304.159912,3772390000
2021-04-29,2307.070068,2322.909912,2278.419922,2295.459961,2295.459961,4288940000
2021-04-30,2292.489990,2292.489990,2259.300049,2266.449951,2266.449951,4273680000
2021-05-03,2268.620117,2288.570068,2267.780029,2277.449951,2277.449951,4061170000
2021-05-04,2275.100098,2275.100098,2225.699951,2248.290039,2248.290039,4441080000
2021-05-05,2250.129883,2260.000000,2232.860107,2241.370117,2241.370117,4029050000
2021-05-06,2240.209961,2242.030029,2205.590088,2241.419922,2241.419922,4504860000
2021-05-07,2242.100098,2271.810059,2240.560059,2271.629883,2271.629883,4013060000
2021-05-10,2271.090088,2271.239990,2212.590088,2212.699951,2212.699951,3678970000
2021-05-11,2206.479980,2215.689941,2157.139893,2206.989990,2206.989990,3593110000
2021-05-12,2205.020020,2205.020020,2132.250000,2135.139893,2135.139893,3735080000
2021-05-13,2135.229980,2185.239990,2133.969971,2170.949951,2170.949951,3687780000
2021-05-14,2171.129883,2226.389893,2171.129883,2224.629883,2224.629883,3251920000
2021-05-17,2222.860107,2227.459961,2197.100098,2227.120117,2227.120117,3307130000
2021-05-18,2227.919922,2244.429932,2210.429932,2210.879883,2210.879883,3559790000
2021-05-19,2205.770020,2205.770020,2159.139893,2193.639893,2193.639893,3485550000
2021-05-20,2194.689941,2210.919922,2184.409912,2207.760010,2207.760010,3019060000
2021-05-21,2210.209961,2236.830078,2210.209961,2215.270020,2215.270020,3344620000
2021-05-24,2223.050049,2237.129883,2218.149902,2227.340088,2227.340088,2947400000
2021-05-25,2229.239990,2247.810059,2205.729980,2205.750000,2205.750000,3420870000
2021-05-26,2207.350098,2250.610107,2207.350098,2249.270020,2249.270020,3674490000
2021-05-27,2250.729980,2277.620117,2250.729980,2273.070068,2273.070068,5201110000
2021-05-28,2273.820068,2285.070068,2264.919922,2268.969971,2268.969971,4199270000
2021-06-01,2270.379883,2298.719971,2270.379883,2294.739990,2294.739990,4122960000
2021-06-02,2295.659912,2302.219971,2285.050049,2297.830078,2297.830078,4860930000
2021-06-03,2296.570068,2296.570068,2257.000000,2279.250000,2279.250000,4579450000
2021-06-04,2281.070068,2293.679932,2277.439941,2286.409912,2286.409912,3487070000
2021-06-07,2286.929932,2321.639893,2286.929932,2319.179932,2319.179932,3835570000
2021-06-08,2319.570068,2348.350098,2316.169922,2343.760010,2343.760010,3943870000
2021-06-09,2344.820068,2350.699951,2325.560059,2327.129883,2327.129883,3902870000
2021-06-10,2327.979980,2337.760010,2305.709961,2311.409912,2311.409912,3502480000
2021-06-11,2312.600098,2335.810059,2312.600098,2335.810059,2335.810059,3204280000
2021-06-14,2337.449951,2348.639893,2320.169922,2326.149902,2326.149902,3612050000
2021-06-15,2326.760010,2327.870117,2301.780029,2320.070068,2320.070068,3578450000
2021-06-16,2319.090088,2321.909912,2296.209961,2314.689941,2314.689941,3722050000
2021-06-17,2314.199951,2316.600098,2264.120117,2287.459961,2287.459961,3952110000
2021-06-18,2284.959961,2284.959961,2229.580078,2237.750000,2237.750000,6084980000
2021-06-21,2238.620117,2289.760010,2238.620117,2286.090088,2286.090088,3391740000
2021-06-22,2285.459961,2298.360107,2266.159912,2295.949951,2295.949951,3208760000
2021-06-23,2296.399902,2314.300049,2296.399902,2303.469971,2303.469971,3172440000
2021-06-24,2305.409912,2333.659912,2305.409912,2333.620117,2333.620117,3141680000
2021-06-25,2336.860107,2350.219971,2334.399902,2334.399902,2334.399902,6248390000
2021-06-28,2335.340088,2342.189941,2307.219971,2322.340088,2322.340088,3415610000
2021-06-29,2323.070068,2332.280029,2305.919922,2308.840088,2308.840088,3049560000
2021-06-30,2307.949951,2317.300049,2295.429932,2310.550049,2310.550049,3687880000
2021-07-01,2312.570068,2332.280029,2312.570068,2329.360107,2329.360107,3077580000
2021-07-02,2328.530029,2332.949951,2302.939941,2305.760010,2305.760010,2628550000
2021-07-06,2305.959961,2306.909912,2256.969971,2274.500000,2274.500000,3437900000
2021-07-07,2274.530029,2278.100098,2235.500000,2252.850098,2252.850098,3243900000
2021-07-08,2249.939941,2252.719971,2192.979980,2231.679932,2231.679932,3393780000
2021-07-09,2234.830078,2280.010010,2234.830078,2280.000000,2280.000000,2738280000
2021-07-12,2279.629883,2283.459961,2262.260010,2281.820068,2281.820068,2983980000
2021-07-13,2280.489990,2280.489990,2238.370117,2238.860107,2238.860107,3166900000
2021-07-14,2240.250000,2254.810059,2201.229980,2202.360107,2202.360107,3213870000
2021-07-15,2201.270020,2202.750000,2166.330078,2190.290039,2190.290039,3226930000
2021-07-16,2191.870117,2210.500000,2160.530029,2163.239990,2163.239990,3165160000
2021-07-19,2159.709961,2159.709961,2107.070068,2130.679932,2130.679932,4155790000
2021-07-20,2131.790039,2206.629883,2131.790039,2194.300049,2194.300049,3634190000
2021-07-21,2195.750000,2236.939941,2195.750000,2234.040039,2234.040039,3078550000
2021-07-22,2233.780029,2233.780029,2192.979980,2199.479980,2199.479980,2907910000
2021-07-23,2201.030029,2212.310059,2186.510010,2209.649902,2209.649902,3490730000
2021-07-26,2210.110107,2232.219971,2207.540039,2216.919922,2216.919922,2679110000
2021-07-27,2215.639893,2215.639893,2171.370117,2191.830078,2191.830078,3381080000
2021-07-28,2193.159912,2237.040039,2190.659912,2224.959961,2224.959961,3215130000
2021-07-29,2193.159912,2256.969971,2190.659912,2240.030029,2240.030029,2815510000
2021-07-30,2238.899902,2251.370117,2219.949951,2226.250000,2226.250000,2861600000
2021-08-02,2228.030029,2256.439941,2212.449951,2215.500000,2215.500000,2919940000
2021-08-03,2216.250000,2223.600098,2189.760010,2223.580078,2223.580078,3305340000
2021-08-04,2220.669922,2223.110107,2195.370117,2196.320068,2196.320068,3382620000
2021-08-05,2198.159912,2236.189941,2198.159912,2236.010010,2236.010010,2734220000
2021-08-06,2237.090088,2258.320068,2235.580078,2247.760010,2247.760010,2839970000
2021-08-09,2247.429932,2247.429932,2231.479980,2234.810059,2234.810059,2779880000
2021-08-10,2236.090088,2245.030029,2230.030029,2239.360107,2239.360107,3219840000
2021-08-11,2240.110107,2250.370117,2221.679932,2250.340088,2250.340088,2803060000
2021-08-12,2250.189941,2250.629883,2232.709961,2244.070068,2244.070068,2543860000
2021-08-13,2244.199951,2244.199951,2221.310059,2223.110107,2223.110107,2371630000
2021-08-16,2222.030029,2222.030029,2192.280029,2209.479980,2209.479980,2707170000
2021-08-17,2201.649902,2201.649902,2152.489990,2177.169922,2177.169922,2884000000
2021-08-18,2177.129883,2192.159912,2157.969971,2158.780029,2158.780029,2965210000
2021-08-19,2157.040039,2157.040039,2122.239990,2132.419922,2132.419922,3120840000
2021-08-20,2131.800049,2169.649902,2127.320068,2167.600098,2167.600098,2867770000
2021-08-23,2169.110107,2211.120117,2169.110107,2208.300049,2208.300049,2965520000
2021-08-24,2208.800049,2232.000000,2208.800049,2230.909912,2230.909912,3037770000
2021-08-25,2230.729980,2252.139893,2226.639893,2239.270020,2239.270020,2554680000
2021-08-26,2239.199951,2244.439941,2212.209961,2213.979980,2213.979980,2704600000
2021-08-27,2213.790039,2281.840088,2213.790039,2277.149902,2277.149902,2862360000
2021-08-30,2278.449951,2286.360107,2264.300049,2265.989990,2265.989990,2557300000
2021-08-31,2266.280029,2277.189941,2260.429932,2273.770020,2273.770020,3090380000
2021-09-01,2274.209961,2293.050049,2264.590088,2287.060059,2287.060059,3101830000
2021-09-02,2288.030029,2309.969971,2288.030029,2304.020020,2304.020020,2897010000
2021-09-03,2303.750000,2303.750000,2286.699951,2292.050049,2292.050049,2609660000
2021-09-07,2292.169922,2300.590088,2275.570068,2275.610107,2275.610107,3098870000
2021-09-08,2275.000000,2275.000000,2241.429932,2249.729980,2249.729980,2808480000
2021-09-09,2249.540039,2273.179932,2244.129883,2249.129883,2249.129883,3035300000
2021-09-10,2250.629883,2264.110107,2227.540039,2227.550049,2227.550049,2851140000
2021-09-13,2228.489990,2244.719971,2217.120117,2240.780029,2240.780029,3096390000
2021-09-14,2241.780029,2249.939941,2204.139893,2209.979980,2209.979980,2568730000
2021-09-15,2210.459961,2236.959961,2207.419922,2234.449951,2234.449951,3154760000
2021-09-16,2234.310059,2242.840088,2217.350098,2232.909912,2232.909912,3321030000
2021-09-17,2233.550049,2240.729980,2220.389893,2236.870117,2236.870117,5622210000
2021-09-20,2233.100098,2233.100098,2155.340088,2182.199951,2182.199951,3773680000
2021-09-21,2183.719971,2201.709961,2172.830078,2186.179932,2186.179932,3044300000
2021-09-22,2188.100098,2234.169922,2188.100098,2218.560059,2218.560059,3273670000
2021-09-23,2220.060059,2265.810059,2220.060059,2259.040039,2259.040039,2833290000
2021-09-24,2257.949951,2259.929932,2239.169922,2248.070068,2248.070068,2772090000
2021-09-27,2247.959961,2293.350098,2247.959961,2281.000000,2281.000000,3032870000
2021-09-28,2279.510010,2279.510010,2227.580078,2229.780029,2229.780029,3495970000
2021-09-29,2230.610107,2239.750000,2221.719971,2225.310059,2225.310059,2753800000
2021-09-30,2226.739990,2239.540039,2204.370117,2204.370117,2204.370117,3123770000
2021-10-01,2205.909912,2252.040039,2197.149902,2241.629883,2241.629883,3148980000
2021-10-04,2240.850098,2240.850098,2210.610107,2217.469971,2217.469971,3110560000
2021-10-05,2218.469971,2245.030029,2218.469971,2228.360107,2228.360107,2967400000
2021-10-06,2226.050049,2226.050049,2188.689941,2214.959961,2214.959961,3219590000
2021-10-07,2217.580078,2265.219971,2217.580078,2250.090088,2250.090088,3096080000
2021-10-08,2250.320068,2256.560059,2233.090088,2233.090088,2233.090088,2401890000
2021-10-11,2233.000000,2251.649902,2220.639893,2220.639893,2220.639893,2580000000
2021-10-12,2221.550049,2241.399902,2221.550049,2234.270020,2234.270020,2608150000
2021-10-13,2235.020020,2241.969971,2220.239990,2241.969971,2241.969971,2926460000
2021-10-14,2243.949951,2275.510010,2243.949951,2274.179932,2274.179932,2642920000
2021-10-15,2276.739990,2306.270020,2265.649902,2265.649902,2265.649902,3000560000
2021-10-18,2265.060059,2272.350098,2255.409912,2267.840088,2267.840088,2683540000
2021-10-19,2269.250000,2284.669922,2265.699951,2275.909912,2275.909912,2531210000
2021-10-20,2276.020020,2294.919922,2271.840088,2289.770020,2289.770020,2671560000
2021-10-21,2290.409912,2304.000000,2284.969971,2296.179932,2296.179932,3016950000
2021-10-22,2295.669922,2299.729980,2277.040039,2291.270020,2291.270020,3062810000
2021-10-25,2291.800049,2314.840088,2291.800049,2312.639893,2312.639893,3250210000
2021-10-26,2313.350098,2321.469971,2296.070068,2296.080078,2296.080078,2866500000
2021-10-27,2295.449951,2295.449951,2252.489990,2252.489990,2252.489990,3259510000
2021-10-28,2253.899902,2298.760010,2253.899902,2297.979980,2297.979980,3197560000
2021-10-29,2296.739990,2302.350098,2287.860107,2297.189941,2297.189941,3632260000
2021-11-01,2298.080078,2358.639893,2298.080078,2358.120117,2358.120117,2924000000
2021-11-02,2358.250000,2363.550049,2345.399902,2361.860107,2361.860107,3309690000
2021-11-03,2361.820068,2413.389893,2355.179932,2404.280029,2404.280029,3339440000
2021-11-04,2404.679932,2423.830078,2395.500000,2402.429932,2402.429932,3332940000
2021-11-05,2403.129883,2449.139893,2403.129883,2437.080078,2437.080078,3491150000
2021-11-08,2438.360107,2458.860107,2438.060059,2442.739990,2442.739990,3465720000
2021-11-09,2442.219971,2442.219971,2414.429932,2427.290039,2427.290039,3110230000
2021-11-10,2426.439941,2428.969971,2380.760010,2389.580078,2389.580078,3581630000
2021-11-11,2390.500000,2418.830078,2390.500000,2409.139893,2409.139893,2623140000
2021-11-12,2409.459961,2417.199951,2405.840088,2411.780029,2411.780029,2865790000
2021-11-15,2412.040039,2421.070068,2392.889893,2400.929932,2400.929932,2618980000
2021-11-16,2400.100098,2408.340088,2386.510010,2405.020020,2405.020020,2838210000
